date,ride_id_count,distance_km_mean,month_sin,month_cos,day_of_week_sin,day_of_week_cos,wind_avg,percip_total,temp_min,temp_max
2023-01-01,101284,1.9173760123829118,0.0,1.0,-2.4492935982947064e-16,1.0,7.9179528,0.0,9.444444444444445,12.777777777777777
2023-01-02,116482,1.813237828089482,0.0,1.0,0.7818314824680298,0.6234898018587336,5.7614372000000005,0.02,9.444444444444445,13.333333333333332
2023-01-03,103578,1.8050827728546395,0.0,1.0,0.9749279121818236,-0.22252093395631434,5.037234199999999,0.42,8.333333333333332,14.444444444444443
2023-01-04,148908,1.8613812883988206,0.0,1.0,0.43388373911755823,-0.900968867902419,7.1937498,0.02,9.444444444444445,18.88888888888889
2023-01-05,142880,1.8081199758465534,0.0,1.0,-0.433883739117558,-0.9009688679024191,8.2720076,0.01,6.666666666666666,10.0
2023-01-06,129504,1.737342029051813,0.0,1.0,-0.9749279121818236,-0.2225209339563146,8.6421558,0.27,3.888888888888889,9.444444444444445
2023-01-07,118316,1.752687941151205,0.0,1.0,-0.7818314824680299,0.6234898018587334,10.7986714,0.0,2.7777777777777777,7.222222222222221
2023-01-08,98908,1.7355885494712135,0.0,1.0,-2.4492935982947064e-16,1.0,7.563898,0.0,0.5555555555555556,5.0
2023-01-09,123176,1.719337876079975,0.0,1.0,0.7818314824680298,0.6234898018587336,7.1937498,0.01,2.7777777777777777,6.666666666666666
2023-01-10,133348,1.748652826075241,0.0,1.0,0.9749279121818236,-0.22252093395631434,6.839695,0.0,3.333333333333333,5.0
2023-01-11,134200,1.7198127790528925,0.0,1.0,0.43388373911755823,-0.900968867902419,10.4446166,0.0,1.6666666666666665,3.888888888888889
2023-01-12,102982,1.7040150714367237,0.0,1.0,-0.433883739117558,-0.9009688679024191,7.9179528,0.3,2.7777777777777777,12.777777777777777
2023-01-13,130548,1.7071433112962229,0.0,1.0,-0.9749279121818236,-0.2225209339563146,11.522874400000001,0.09,3.333333333333333,13.888888888888888
2023-01-14,81512,1.6421147319329008,0.0,1.0,-0.7818314824680299,0.6234898018587334,14.403592999999999,0.0,-0.5555555555555556,3.333333333333333
2023-01-15,48399,1.6819388840446123,0.0,1.0,-2.4492935982947064e-16,1.0,15.481850799999998,0.0,-1.1111111111111112,5.0
2023-01-16,58595,1.701083291502643,0.0,1.0,0.7818314824680298,0.6234898018587336,12.2470774,0.0,-2.2222222222222223,8.88888888888889
2023-01-17,76183,1.760684502368243,0.0,1.0,0.9749279121818236,-0.22252093395631434,5.037234199999999,0.0,1.6666666666666665,8.333333333333332
2023-01-18,89100,1.7780845320853171,0.0,1.0,0.43388373911755823,-0.900968867902419,12.2470774,0.05,5.555555555555555,11.666666666666666
2023-01-19,38038,1.6340402398992249,0.0,1.0,-0.433883739117558,-0.9009688679024191,6.839695,0.87,4.444444444444445,6.666666666666666
2023-01-20,79523,1.731499849693865,0.0,1.0,-0.9749279121818236,-0.2225209339563146,10.7986714,0.0,4.444444444444445,9.444444444444445
2023-01-21,68683,1.7495165908645176,0.0,1.0,-0.7818314824680299,0.6234898018587334,8.9962106,0.0,2.7777777777777777,5.555555555555555
2023-01-22,46561,1.7080988937492385,0.0,1.0,-2.4492935982947064e-16,1.0,7.563898,0.51,2.2222222222222223,5.555555555555555
2023-01-23,45129,1.6321718662156133,0.0,1.0,0.7818314824680298,0.6234898018587336,12.2470774,0.41,2.2222222222222223,3.888888888888889
2023-01-24,79466,1.744050764446658,0.0,1.0,0.9749279121818236,-0.22252093395631434,11.1527262,0.0,1.6666666666666665,7.777777777777778
2023-01-25,49091,1.6693484241097458,0.0,1.0,0.43388373911755823,-0.900968867902419,9.7204136,0.9,1.6666666666666665,12.222222222222221
2023-01-26,75980,1.7330444298395766,0.0,1.0,-0.433883739117558,-0.9009688679024191,14.403592999999999,0.44,5.0,13.888888888888888
2023-01-27,77274,1.69471762945523,0.0,1.0,-0.9749279121818236,-0.2225209339563146,9.3663588,0.0,1.6666666666666665,6.666666666666666
2023-01-28,78604,1.8007088372707645,0.0,1.0,-0.7818314824680299,0.6234898018587334,11.522874400000001,0.0,2.2222222222222223,11.11111111111111
2023-01-29,68485,1.794654975839467,0.0,1.0,-2.4492935982947064e-16,1.0,7.563898,0.0,5.555555555555555,11.666666666666666
2023-01-30,82761,1.7852948191488318,0.0,1.0,0.7818314824680298,0.6234898018587336,4.6831794,0.0,6.111111111111111,12.777777777777777
2023-01-31,67755,1.6537548038420489,0.0,1.0,0.9749279121818236,-0.22252093395631434,6.839695,0.06,-0.5555555555555556,10.0
2023-02-01,120858,1.6582952783148268,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,8.9962106,0.02,-3.333333333333333,3.333333333333333
2023-02-02,126318,1.675548188887481,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,7.9179528,0.0,-1.6666666666666665,4.444444444444445
2023-02-03,76124,1.4770149731689435,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,19.086772399999997,0.0,-11.666666666666666,1.6666666666666665
2023-02-04,49620,1.4160825914485191,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,14.033444800000002,0.0,-16.11111111111111,-2.7777777777777777
2023-02-05,99684,1.7579069612826628,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,5.7614372000000005,0.0,-2.7777777777777777,9.444444444444445
2023-02-06,129668,1.753395713005283,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,7.9179528,0.0,1.1111111111111112,11.11111111111111
2023-02-07,132212,1.71971902973045,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,7.9179528,0.02,-1.1111111111111112,6.111111111111111
2023-02-08,157272,1.8157608726971932,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,9.7204136,0.0,3.888888888888889,11.666666666666666
2023-02-09,152126,1.7995508290441111,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,5.7614372000000005,0.0,5.555555555555555,12.777777777777777
2023-02-10,167936,1.8351169337346418,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,13.67939,0.0,7.222222222222221,16.11111111111111
2023-02-11,127600,1.8099505458954803,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,9.3663588,0.0,2.2222222222222223,7.777777777777778
2023-02-12,111324,1.7839345424500206,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,6.839695,0.01,3.333333333333333,8.88888888888889
2023-02-13,144050,1.8022662184786125,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,11.8769292,0.0,5.0,13.888888888888888
2023-02-14,146226,1.8069634964972463,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,8.9962106,0.0,4.444444444444445,12.222222222222221
2023-02-15,103645,1.9122929202125207,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,7.1937498,0.0,8.333333333333332,19.444444444444443
2023-02-16,86899,1.8496576379344023,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,5.7614372000000005,0.07,13.333333333333332,21.11111111111111
2023-02-17,57506,1.665342804330331,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,11.522874400000001,0.18,0.0,16.11111111111111
2023-02-18,60603,1.7659115334862192,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,13.3253352,0.0,-2.7777777777777777,6.111111111111111
2023-02-19,59607,1.8263124399356767,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,5.4073823999999995,0.0,2.7777777777777777,10.0
2023-02-20,82662,1.9006263527810472,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,9.7204136,0.0,8.333333333333332,16.11111111111111
2023-02-21,65407,1.7550310747019557,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,7.9179528,0.27,2.7777777777777777,10.0
2023-02-22,63287,1.7272072954186577,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,9.7204136,0.14,2.7777777777777777,6.666666666666666
2023-02-23,76554,1.7725986417693431,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,11.8769292,0.02,3.333333333333333,6.666666666666666
2023-02-24,69369,1.706350399100206,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,14.033444800000002,0.0,-3.888888888888889,7.222222222222221
2023-02-25,50517,1.6532552952370305,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,5.7614372000000005,0.0,-5.0,0.5555555555555556
2023-02-26,63369,1.817452720273285,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,8.6421558,0.0,-1.1111111111111112,10.0
2023-02-27,68189,1.7175456978416583,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,8.2720076,0.21,0.5555555555555556,7.777777777777778
2023-02-28,47404,1.6258446164419014,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,8.9962106,0.34,0.0,3.333333333333333
2023-03-01,140490,1.7470706457497778,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,9.3663588,0.0,0.5555555555555556,6.666666666666666
2023-03-02,147524,1.7851064617664687,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,8.9962106,0.0,3.888888888888889,12.222222222222221
2023-03-03,130688,1.7078645730696704,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,9.3663588,0.15,2.7777777777777777,8.333333333333332
2023-03-04,113660,1.7848781461031755,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,12.955187,0.99,3.333333333333333,7.222222222222221
2023-03-05,129570,1.8854365979070535,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,12.955187,0.0,3.333333333333333,11.666666666666666
2023-03-06,145310,1.785236851481882,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,8.6421558,0.0,4.444444444444445,11.11111111111111
2023-03-07,133354,1.7225828337949507,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,17.2843116,0.06,0.5555555555555556,8.333333333333332
2023-03-08,143354,1.7466004552790764,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,13.67939,0.0,-0.5555555555555556,8.88888888888889
2023-03-09,154630,1.7895577539473195,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,12.6011322,0.0,0.5555555555555556,10.555555555555555
2023-03-10,118918,1.6916597152136934,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,6.115492,0.36,1.6666666666666665,7.777777777777778
2023-03-11,98328,1.7233096087300865,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,13.3253352,0.4,1.6666666666666665,7.222222222222221
2023-03-12,113144,1.8265170349886404,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,6.839695,0.0,1.1111111111111112,8.88888888888889
2023-03-13,65646,1.6180751765617816,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,11.522874400000001,0.67,3.333333333333333,7.222222222222221
2023-03-14,73693,1.577842600568344,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,16.5601086,0.13,0.5555555555555556,3.333333333333333
2023-03-15,73204,1.681139271380287,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,20.8731398,0.0,1.1111111111111112,7.222222222222221
2023-03-16,93345,1.7844874217903957,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,10.074468399999999,0.0,1.1111111111111112,15.0
2023-03-17,92918,1.7868470762474102,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5.4073823999999995,0.0,8.333333333333332,15.555555555555555
2023-03-18,83536,1.8645031670547372,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,11.1527262,0.02,4.444444444444445,13.333333333333332
2023-03-19,54088,1.6632323046697988,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,14.033444800000002,0.0,-1.6666666666666665,4.444444444444445
2023-03-20,76848,1.7389542835753595,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,7.9179528,0.0,-0.5555555555555556,10.555555555555555
2023-03-21,98339,1.845990786251883,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,9.3663588,0.0,4.444444444444445,17.22222222222222
2023-03-22,97299,1.8081874764183208,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,5.7614372000000005,0.0,8.88888888888889,16.666666666666664
2023-03-23,84361,1.8044219462582902,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,7.563898,0.09,8.88888888888889,15.555555555555555
2023-03-24,87120,1.7198920768109611,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,8.2720076,0.0,6.666666666666666,12.777777777777777
2023-03-25,37128,1.6168551367350603,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,12.955187,0.15,5.555555555555555,8.333333333333332
2023-03-26,98654,2.001749203128288,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,9.7204136,0.0,6.666666666666666,17.22222222222222
2023-03-27,67899,1.7607298067095793,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,9.3663588,0.29,6.111111111111111,16.666666666666664
2023-03-28,89135,1.8046532923621121,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,6.485640200000001,0.0,5.555555555555555,11.11111111111111
